이름
"[3D Game / 유니크 플래닛] Zepeto Gucci Tennis Game "
[VR] 해양 쓰레기 치우기 Game 콘텐츠 제작
[3D Game / 유니크 플래닛] Zepeto 진격의 거인(Attack On Titan) Game Project
[3D Metaverse/유니크 플래닛] Zepeto Gucci Community Project
